City_ID,City,Country,Max Temp,Current Description,Lat,Lon,Hotel Name
1716,kloulklubed,PW,77.0,broken clouds,7.0419,134.2556,Storyboard Beach Resort
1718,akyab,MM,78.93,clear sky,20.15,92.9,Hotel Memory
1719,san buenaventura,MX,78.8,clear sky,27.0833,-101.5333,Hotel Gran Plaza
1720,yarada,IN,78.8,mist,17.65,83.2667,Jeevan
1722,nushki,PK,77.76,clear sky,29.5542,66.0215,Jahangir Hotel Noshki
1723,blackwater,AU,71.89,light rain,-23.5833,148.8833,Blackwater Motor Inn
1729,angoche,MZ,76.17,light rain,-16.2325,39.9086,Guest House HESADA
1731,bartica,GY,82.4,light rain,6.4,-58.6167,Relax Inn Hotel
1733,may pen,JM,82.0,broken clouds,17.9645,-77.2451,Mus Com Bac
1735,dhidhdhoo,MV,83.59,scattered clouds,6.8833,73.1,Dhidhoo beach
1736,ohafia,NG,81.9,light rain,5.6167,7.8333,Ikenga Plaza Hotel
1737,berekua,DM,86.0,few clouds,15.2333,-61.3167,CarRod's Cottages
1739,saquena,PE,84.97,overcast clouds,-4.6667,-73.5167,
1740,dorado,PR,82.99,scattered clouds,18.4588,-66.2677,Embassy Suites by Hilton Dorado del Mar Beach Resort
1743,narasaraopet,IN,78.39,clear sky,16.25,80.0667,AT International Lodge
1744,kapit,MY,74.07,moderate rain,2.0167,112.9333,Hotel Meligai Kapit
1745,kisaran,ID,74.12,broken clouds,2.9845,99.6158,Penginapan Batubara1
1746,praxedis guerrero,MX,73.0,clear sky,31.3667,-106.0167,Iglesia Bautista Dios con Nosotros
1747,sarangani,PH,82.58,scattered clouds,5.4033,125.4636,Ballistic Islet
1748,sindgi,IN,88.18,scattered clouds,16.9167,76.2333,Kadamba Residency
1751,nueva armenia,HN,86.0,scattered clouds,15.7956,-86.4985,
1756,itamaraca,BR,77.0,moderate rain,-7.7478,-34.8256,Special K's Bed & Breakfast
1757,piacabucu,BR,82.0,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
1760,loreto,MX,77.41,clear sky,22.2667,-101.9667,José de Jesús Velásquez mora
1764,mozarlandia,BR,89.13,clear sky,-14.7447,-50.5706,Hotel Santa Mônica
1765,pemba,MZ,82.4,moderate rain,-12.974,40.5178,Guesthouse Samotina
1767,maumere,ID,78.42,few clouds,-8.6199,122.2111,Sylvia Hotel
1771,kasongo-lunda,CD,71.71,overcast clouds,-6.4667,16.8167,
1775,edd,ER,83.08,clear sky,13.9297,41.6925,
1777,mae sai,TH,79.0,clear sky,20.4335,99.8762,Piyaporn Hill Paradise Hotel
1783,micheweni,TZ,80.33,broken clouds,-4.9667,39.8333,
1786,bahir dar,ET,78.67,few clouds,11.5936,37.3908,"Delano Hotel, Bahir Dar"
1789,hervey bay,AU,70.0,few clouds,-25.2986,152.8535,Shelly Bay Resort
1790,santa isabel,BR,82.4,clear sky,-23.3156,-46.2214,Chácara Sombra do Altíssimo
1792,dutse,NG,89.91,overcast clouds,11.7594,9.3392,Central Mosque Galamawa
1793,vanimo,PG,77.25,light rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
1799,peddapalli,IN,80.13,scattered clouds,18.6167,79.3667,THE PEDDAPALLI ROCKS/VLOGS/EXTRAS & AF PRODUCTIONS
1801,celestun,MX,89.44,clear sky,20.8667,-90.4,Posada Lilia
1802,mangrol,IN,79.84,clear sky,21.1167,70.1167,Hotel The Royal Honours
1804,corn island,NI,80.56,broken clouds,12.1694,-83.0418,Big Fish Guest House
1808,tocopilla,CL,71.98,overcast clouds,-22.092,-70.1979,Hotel Galvarino
1812,lubu,CN,73.99,light rain,23.1742,112.2809,Classic View Hotel
1813,cocobeach,GA,84.2,moderate rain,1.0002,9.5823,Hotel Esperance
1816,soure,BR,82.38,light rain,-0.7167,-48.5233,Casarão
1819,farafangana,MG,76.33,broken clouds,-22.8167,47.8333,Miarina
1822,bisira,PA,70.0,overcast clouds,8.5196,-81.7115,
1823,oriximina,BR,89.87,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
1825,kerman,IR,71.6,scattered clouds,30.2832,57.0788,هتل آپارتمان آسام
1830,nadapuram,IN,78.1,clear sky,11.7,75.6667,Fabina Garden
1831,xapuri,BR,71.6,overcast clouds,-10.6517,-68.5044,Pousada dos Chapurys
1832,kroya,ID,78.51,light rain,-7.6331,109.2461,RUSTANTO Fam
1835,puerto cabezas,NI,86.0,scattered clouds,14.0351,-83.3888,Cabaña Caribe
1838,ariquemes,BR,74.93,overcast clouds,-9.9133,-63.0408,Hotel Sol Nascente - Ariquemes - RO
1848,san isidro,PE,77.0,clear sky,-12.1167,-77.05,Soul Mate-Inn
1849,lambarene,GA,77.94,overcast clouds,-0.7001,10.2406,Le Refuge
1851,bunawan,PH,70.48,moderate rain,8.1667,126.0833,
1852,galle,LK,80.04,clear sky,6.0367,80.217,Amangalla
1853,porbandar,IN,80.76,clear sky,21.6422,69.6093,Lords Inn Porbandar
1856,mattru,SL,86.81,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1857,ipameri,BR,80.91,clear sky,-17.7219,-48.1597,Real Hotel
1858,choa saidan shah,PK,71.74,scattered clouds,32.7201,72.9849,Office RFO RM
1859,estelle,US,71.6,broken clouds,29.8458,-90.1067,Ohio
1864,norwood,US,75.99,clear sky,42.1945,-71.1995,Hilton Boston/Dedham
1868,phalaborwa,ZA,78.8,clear sky,-23.943,31.1411,Bothabelo Bed and Breakfast
1869,kralendijk,BQ,86.0,scattered clouds,12.15,-68.2667,Divi Flamingo Beach Resort & Casino
1871,villa corzo,MX,87.8,scattered clouds,16.1667,-93.25,Hotel Posada Maria Bonita
1872,fougamou,GA,76.98,overcast clouds,-1.2154,10.5838,Résidence d'Hôtes Bapedy
1874,mushie,CD,75.7,light rain,-3.0167,16.9,
1880,kencong,ID,76.73,scattered clouds,-8.2833,113.3667,GUBUK SUGIANTO
1882,natal,BR,86.0,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
1883,gemena,CD,77.56,broken clouds,3.25,19.7667,Hôtel Goshen
1885,garissa,KE,87.3,overcast clouds,-0.4536,39.6401,Sharif Plaza Hotel
1890,pathalgaon,IN,78.37,broken clouds,22.5667,83.4667,Queens Park Marriage Garden
1892,ishigaki,JP,73.53,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
1894,puerto cabello,VE,80.6,overcast clouds,10.4731,-68.0125,Hotel Cumboto
1900,mandera,KE,89.71,broken clouds,3.9366,41.867,Kornesh Hotel and Lodging
1902,jacksonville,US,84.99,clear sky,30.3322,-81.6556,Hyatt Regency Jacksonville Riverfront
1915,bambanglipuro,ID,79.03,moderate rain,-7.95,110.2833,Puri Brata
1917,barreiras,BR,87.8,light rain,-12.1528,-44.99,Príncipe Hotel
1920,key west,US,82.4,clear sky,24.5557,-81.7826,Fairfield Inn & Suites by Marriott Key West
1923,myanaung,MM,83.62,clear sky,18.2833,95.3167,Taung Hlay Khar
1925,talpa,MX,82.99,few clouds,28.8257,-111.6257,
1928,rajshahi,BD,81.14,clear sky,24.3667,88.6,Anjum Hotel International
1930,teahupoo,PF,78.8,broken clouds,-17.8333,-149.2667,Vanira Lodge
1932,kendari,ID,74.41,overcast clouds,-3.945,122.4989,Hotel Wixel
1934,ghorawal,IN,83.01,clear sky,24.7667,82.7833,Abbas Ujjwal Tent House
1936,lopez jaena,PH,78.55,broken clouds,10.8492,123.4278,Niel coronico
